图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-n预测正确,哈密瓜-预测置信度,圣女果-预测置信度,山竹-预测置信度,杨梅-预测置信度,柚子-预测置信度,柠檬-预测置信度,桂圆-预测置信度,梨-预测置信度,椰子-预测置信度,榴莲-预测置信度,火龙果-预测置信度,猕猴桃-预测置信度,石榴-预测置信度,砂糖橘-预测置信度,胡萝卜-预测置信度,脐橙-预测置信度,芒果-预测置信度,苦瓜-预测置信度,苹果-红-预测置信度,苹果-青-预测置信度,草莓-预测置信度,荔枝-预测置信度,菠萝-预测置信度,葡萄-白-预测置信度,葡萄-红-预测置信度,西瓜-预测置信度,西红柿-预测置信度,车厘子-预测置信度,香蕉-预测置信度,黄瓜-预测置信度
..\..\data\fruit30_split\val\苦瓜\20.jpg,17,苦瓜,17,苦瓜,29,黄瓜,3,杨梅,True,0.0016631128,0.00039831657,0.00020214885,0.0041090013,3.919414e-05,0.0006152804,1.12458865e-05,4.9915157e-05,0.000120632525,1.8120461e-05,5.8994014e-05,1.6831373e-05,4.760055e-06,1.0655629e-05,5.4888555e-05,2.1605974e-05,7.9305e-05,0.89177936,1.3603964e-06,0.0027442775,0.0020016592,0.0013416391,0.00047551875,0.00051729183,6.2168656e-05,0.00094142393,7.1358736e-05,4.4784978e-05,8.161907e-05,0.092463605
..\..\data\fruit30_split\val\苦瓜\21.jpg,17,苦瓜,17,苦瓜,29,黄瓜,23,葡萄-白,True,8.648954e-06,2.7632325e-06,6.0532636e-07,6.865696e-06,4.3986805e-05,1.0624603e-05,1.3171699e-05,5.1773122e-06,1.8841678e-05,2.8422071e-05,1.8489816e-05,2.2473376e-05,3.0016924e-06,5.0578283e-06,1.7561872e-05,1.8308392e-06,3.440061e-05,0.84147197,3.3388849e-06,2.3344022e-05,4.4333152e-05,6.041199e-05,1.1799729e-05,0.000992225,2.4483356e-06,0.00022832821,1.539952e-06,8.5310006e-07,6.3345346e-05,0.15685408
..\..\data\fruit30_split\val\苦瓜\29.jpeg,17,苦瓜,17,苦瓜,21,荔枝,2,山竹,True,0.00010468205,3.0409872e-05,0.0032848865,0.00021576264,7.192599e-05,2.2054199e-05,9.424992e-05,6.1261053e-06,0.00023795106,0.00013132599,2.8517783e-05,4.664795e-06,4.163072e-06,1.5695359e-06,1.5589235e-06,3.6054286e-07,4.757646e-05,0.97664523,2.673106e-06,2.0184063e-05,0.00019677327,0.015990147,3.0129657e-05,0.0010086596,3.5773508e-05,0.0004307102,2.198029e-05,1.0749537e-05,4.7909292e-05,0.001271397
..\..\data\fruit30_split\val\苦瓜\4.jpg,17,苦瓜,21,荔枝,17,苦瓜,22,菠萝,True,0.00034828228,0.015622862,4.9284496e-05,0.0020450603,0.0004605427,0.0019002153,0.00037341155,4.8250145e-05,1.1771114e-05,0.00061306014,0.00012767513,1.4386532e-06,0.025802774,0.003560141,0.015271316,0.0011230768,0.020644138,0.20383811,0.00025201362,8.919058e-06,0.04131993,0.5259102,0.118058495,0.0022596603,0.00022914895,0.0002540178,0.0014475749,0.00025993725,0.0011880435,0.016970607
..\..\data\fruit30_split\val\苦瓜\41.jpeg,17,苦瓜,17,苦瓜,25,西瓜,23,葡萄-白,True,2.8538107e-05,3.1280192e-06,5.401801e-06,2.6785403e-07,4.184737e-05,5.982431e-06,2.6511543e-07,7.161658e-06,9.643827e-05,0.00053147075,1.646912e-05,4.7969666e-06,6.398587e-08,4.6705328e-08,6.1046194e-08,6.6227365e-08,6.792488e-06,0.9929376,3.4431276e-05,0.0001759751,0.00018441892,0.00028806555,4.9445185e-05,0.0011835583,2.5303998e-06,0.004232035,9.249667e-06,6.771158e-06,4.793361e-05,9.9233446e-05
..\..\data\fruit30_split\val\苦瓜\43.jpg,17,苦瓜,17,苦瓜,23,葡萄-白,19,苹果-青,True,3.7544556e-05,3.810577e-05,3.573423e-07,3.9174687e-05,0.00015647417,4.9970386e-05,4.9523164e-06,1.4300229e-05,8.800329e-05,0.00013259871,2.836635e-05,2.7298234e-05,9.807197e-06,6.5197406e-07,1.0237248e-05,4.1544904e-06,0.00027011262,0.9965682,3.0834042e-07,0.00039506066,7.5920536e-05,0.00015085246,1.0002e-05,0.0013496245,2.8785053e-06,2.4454253e-05,6.431471e-06,3.1732814e-06,0.00021609275,0.00028483468
..\..\data\fruit30_split\val\苦瓜\48.jpg,17,苦瓜,17,苦瓜,29,黄瓜,25,西瓜,True,0.00017872619,3.718039e-06,2.0364438e-05,2.5050228e-06,3.1877935e-05,3.165189e-05,4.9280675e-06,1.9135874e-07,0.00016917018,2.2611073e-05,1.9152908e-07,1.9462559e-05,2.2939453e-07,9.192134e-07,1.0599689e-05,3.3921026e-06,0.0004977207,0.97376865,7.8517814e-08,3.767012e-05,3.315423e-05,6.666956e-06,3.1671305e-05,0.00037487329,3.5195285e-07,0.0028370095,2.178664e-05,1.9928862e-06,3.5263893e-05,0.021852644
..\..\data\fruit30_split\val\苦瓜\53.jpg,17,苦瓜,17,苦瓜,29,黄瓜,0,哈密瓜,True,0.06245714,6.158275e-05,4.9483388e-06,2.0789937e-05,0.00012380951,0.0009325525,6.032859e-09,5.817507e-07,1.3744509e-05,5.418817e-05,6.305288e-05,8.1954495e-06,1.9945485e-08,1.6584923e-07,0.00013098621,8.808384e-07,0.00051393383,0.82890713,5.572655e-09,3.1345546e-06,0.0013416583,1.2624306e-05,0.00045698363,0.0005055989,1.8739803e-06,0.00089402084,1.9032151e-06,2.3762061e-07,0.00012607432,0.10336226
..\..\data\fruit30_split\val\苦瓜\69.jpg,17,苦瓜,17,苦瓜,29,黄瓜,0,哈密瓜,True,0.00032358797,3.8701423e-06,1.657863e-07,3.2042557e-08,1.1655668e-06,2.2633535e-06,1.1287841e-08,2.5283806e-09,1.1677035e-07,1.5797573e-08,1.6440833e-07,1.0800047e-07,1.7072649e-08,4.5117096e-10,0.00010132359,2.43944e-09,7.826466e-06,0.8280792,3.3030714e-11,1.8820166e-06,8.019674e-07,1.8891114e-07,8.660001e-06,1.11159825e-05,3.1798462e-09,7.3328556e-05,9.061904e-06,7.401868e-10,6.4819136e-07,0.17137447
..\..\data\fruit30_split\val\苦瓜\7.jpg,17,苦瓜,17,苦瓜,23,葡萄-白,25,西瓜,True,0.0005069028,3.3602286e-05,8.0468277e-07,1.0270401e-06,9.1887945e-05,2.4101979e-05,9.916513e-07,2.3885616e-06,3.6079068e-06,7.024951e-05,2.092011e-06,4.920385e-06,5.9225586e-06,8.034367e-09,5.9270283e-06,4.5121638e-08,0.00036267322,0.98786366,2.7321434e-07,4.5754798e-05,3.27775e-05,2.989117e-05,2.7509894e-05,0.008298971,2.971961e-06,0.0017193529,2.4141224e-05,9.5309707e-07,3.0542185e-06,0.00083352625
..\..\data\fruit30_split\val\苦瓜\72.jpg,17,苦瓜,17,苦瓜,29,黄瓜,0,哈密瓜,True,0.0038872638,0.00038081149,8.736193e-06,8.8829677e-07,7.240997e-06,6.071883e-06,3.1078848e-08,3.641299e-07,2.2951637e-05,0.0001299995,7.4858285e-06,5.7189172e-05,1.11459455e-08,3.5526753e-08,0.0005241394,6.782731e-08,3.1832678e-06,0.97738385,2.8893376e-06,6.5361155e-06,0.00031523744,0.00036012544,0.0002496539,3.2211425e-05,6.5254526e-06,0.00071196805,1.808956e-05,2.9865714e-05,6.882153e-05,0.015777899
..\..\data\fruit30_split\val\苦瓜\80.jpg,17,苦瓜,17,苦瓜,29,黄瓜,14,胡萝卜,True,0.0021154166,0.0008188382,0.0005095233,7.3823e-07,3.854863e-05,0.00011658889,4.986435e-06,6.643405e-06,0.0030666122,1.092655e-05,4.1243507e-06,0.0004899108,1.6080169e-06,7.590046e-06,0.017325977,8.936176e-06,6.6121014e-05,0.77462935,4.711369e-06,0.00025205352,0.0040659076,0.00014342551,0.00045197736,2.0534386e-05,1.399675e-06,0.010681762,0.00010537278,1.9332756e-05,0.00011882062,0.18491228
..\..\data\fruit30_split\val\苦瓜\81.jpeg,17,苦瓜,17,苦瓜,29,黄瓜,20,草莓,True,0.00012146788,0.0011129258,1.06444795e-05,1.7457452e-05,0.0010449518,1.0542895e-05,8.549862e-07,3.554452e-07,0.00011125704,1.6902133e-05,6.928183e-05,7.3535743e-06,1.3514475e-05,2.1737992e-06,4.5014494e-05,1.3724999e-06,2.857197e-05,0.96692777,7.946795e-06,2.8957083e-05,0.004644904,5.1419003e-05,5.504096e-06,0.00029208016,3.3216418e-06,0.0023672725,0.00040681133,0.00055852474,2.071106e-05,0.022070158
..\..\data\fruit30_split\val\苦瓜\95.jpg,17,苦瓜,17,苦瓜,23,葡萄-白,29,黄瓜,True,0.0035872501,8.269241e-06,1.6821418e-06,2.9922685e-06,0.0008601013,9.472052e-05,1.8350357e-06,4.9977575e-06,5.7044275e-05,0.00085931347,0.00011002704,1.344932e-06,1.5822029e-06,4.939393e-07,0.00014328133,1.3573245e-05,0.00035585582,0.933183,6.595813e-08,6.171431e-06,0.0003479992,3.2604647e-05,0.0005857393,0.035872143,5.2827914e-07,0.002695105,1.7707136e-05,5.055654e-07,3.310581e-05,0.021120893
..\..\data\fruit30_split\val\苹果-红\10.jpg,18,苹果-红,24,葡萄-红,12,石榴,18,苹果-红,True,0.00013257666,0.008821761,0.019018233,0.00046170922,0.0756692,7.1062466e-05,0.0005123314,9.561314e-05,0.007249778,2.2620257e-05,1.3688721e-05,0.00030190445,0.1600288,0.00062246126,5.4244552e-05,6.3718806e-05,0.0012514701,5.2986e-05,0.1275751,0.0001250143,0.00018268765,0.11692297,1.5261154e-06,1.2652346e-05,0.4607299,0.0006722828,0.01846434,0.00085233117,1.5146631e-05,1.9076842e-06
..\..\data\fruit30_split\val\苹果-红\107.jpg,18,苹果-红,18,苹果-红,4,柚子,19,苹果-青,True,1.658532e-05,0.00012863622,3.1857483e-06,0.00010441767,0.013322227,0.0003136986,7.640955e-05,1.9558971e-05,0.0007077797,1.6440801e-05,7.298633e-07,1.6833469e-06,0.0007553071,0.00024862698,1.0075568e-05,0.0006299036,0.00015272418,1.3956201e-05,0.9747354,0.0037906293,5.5831726e-05,3.182376e-05,0.00014820404,9.110082e-06,1.681302e-05,0.00045705584,0.0037862216,0.00018525436,0.00022246897,3.9144794e-05
..\..\data\fruit30_split\val\苹果-红\109.jpg,18,苹果-红,18,苹果-红,12,石榴,4,柚子,True,1.226822e-06,4.8884846e-07,9.802355e-06,1.794295e-06,4.694391e-05,7.0995964e-07,3.759666e-07,1.3411724e-06,5.965176e-06,2.617819e-08,3.3247608e-07,1.0332034e-07,0.0009296779,2.5136109e-05,6.388077e-08,3.7197701e-06,3.8943954e-06,1.0033686e-08,0.9988949,6.845731e-06,1.4236746e-06,2.400953e-05,5.247137e-08,2.2793101e-06,2.0696177e-06,1.6961495e-06,2.5075285e-06,3.2628275e-05,1.1519508e-08,2.5110674e-08
..\..\data\fruit30_split\val\苹果-红\110.jpg,18,苹果-红,18,苹果-红,12,石榴,27,车厘子,True,2.439914e-06,4.467216e-05,0.0005603222,1.9644206e-06,8.064874e-05,0.00043832258,1.0597314e-06,3.8410886e-05,3.3802244e-06,2.7732047e-05,2.783692e-07,4.6929185e-06,0.002144909,0.00019436335,1.3406901e-07,2.10057e-05,8.7874614e-05,3.696941e-07,0.9943768,5.669941e-06,5.7393263e-06,6.4727355e-05,6.8227664e-06,1.4076553e-06,1.0340851e-07,5.563415e-06,0.00017206687,0.0016989195,9.56107e-06,1.1226118e-07
..\..\data\fruit30_split\val\苹果-红\114.jpg,18,苹果-红,18,苹果-红,4,柚子,25,西瓜,True,1.6113067e-06,9.263791e-05,4.4383596e-05,2.710141e-05,0.002629417,1.0886735e-05,2.395656e-07,6.4160163e-06,8.135333e-06,7.3006305e-07,0.00010285579,5.7286773e-08,1.1546374e-05,1.9551749e-07,9.67526e-09,5.243858e-07,1.5514078e-06,3.8246803e-06,0.9934068,4.49035e-06,4.15814e-05,0.0008273563,5.997025e-07,7.2492725e-08,7.763455e-06,0.0025902665,1.218236e-05,0.00016605268,3.6851023e-07,4.344456e-07
..\..\data\fruit30_split\val\苹果-红\119.jpg,18,苹果-红,18,苹果-红,12,石榴,24,葡萄-红,True,7.1785354e-07,7.924242e-05,0.0011747553,5.720742e-06,0.0002551902,8.308391e-07,1.0979022e-05,8.656569e-06,8.10503e-05,1.5384112e-05,2.2957702e-05,9.3774004e-05,0.0035189544,2.0618576e-05,7.555612e-05,1.0136994e-05,6.82984e-05,3.7824454e-06,0.9929705,1.101356e-06,1.566158e-06,0.00017760237,1.5403035e-07,1.1296766e-05,0.00120598,0.00015731891,2.0858339e-05,6.118502e-06,8.0825515e-07,1.6985209e-07
..\..\data\fruit30_split\val\苹果-红\12.jpg,18,苹果-红,21,荔枝,18,苹果-红,16,芒果,True,0.00035772478,0.012697055,0.010969586,0.08185184,0.050460994,0.007643296,0.0076514967,0.0005107748,0.0008462311,5.9973678e-05,3.5500103e-05,0.00542427,0.068215296,0.00018354203,8.5453925e-05,0.0001435588,0.16401383,0.00020877944,0.23741439,0.00071649876,0.0014872696,0.25464714,3.507333e-05,0.0018027244,0.02939377,0.059569053,0.0023467895,0.0008560674,0.00023955955,0.00013247815
..\..\data\fruit30_split\val\苹果-红\124.jpg,18,苹果-红,18,苹果-红,4,柚子,27,车厘子,True,1.1594642e-05,1.3156543e-07,2.9250584e-06,4.205511e-07,6.420925e-05,1.00217584e-07,7.331964e-08,7.529941e-08,9.859474e-06,4.2420534e-09,5.606642e-08,3.0613705e-08,1.2459917e-05,4.4349844e-07,2.9835377e-08,2.44758e-07,2.689746e-07,6.5994974e-09,0.9997949,4.817223e-08,3.2802113e-06,3.517122e-05,4.944269e-08,3.1245432e-07,6.091317e-08,6.588591e-06,1.925461e-06,5.4394874e-05,2.5163556e-07,9.417023e-10
..\..\data\fruit30_split\val\苹果-红\128.jpg,18,苹果-红,18,苹果-红,27,车厘子,12,石榴,True,9.256486e-06,0.0026677873,0.00033814015,0.008350975,0.025470484,0.011547736,1.0475968e-05,0.0003588245,5.850698e-05,1.7677177e-05,5.2281528e-05,0.000757389,0.041371804,0.0002132172,7.853496e-06,0.00019136869,0.00015309917,7.552076e-05,0.787764,0.0014753715,0.029595193,0.00079246506,0.00023126547,8.7977845e-05,5.8260293e-06,0.0014151529,0.006148211,0.073570035,0.00725764,4.3978266e-06
..\..\data\fruit30_split\val\苹果-红\13.jpg,18,苹果-红,18,苹果-红,21,荔枝,27,车厘子,True,1.2188831e-05,6.0191155e-06,4.828543e-05,2.396008e-05,1.4477824e-05,5.523342e-07,3.365622e-06,1.3805841e-07,1.40324555e-05,2.447759e-07,7.830614e-06,2.7079753e-07,5.3239177e-07,7.397551e-05,1.12714375e-07,9.188472e-07,4.121225e-06,6.014086e-07,0.9990434,3.754234e-07,3.713282e-05,0.00046721558,5.1192296e-07,7.9442625e-06,4.7572453e-06,5.5967117e-05,4.7578962e-07,0.00016837752,2.0629395e-06,1.1220538e-07
..\..\data\fruit30_split\val\苹果-红\133.jpg,18,苹果-红,18,苹果-红,11,猕猴桃,13,砂糖橘,True,6.714903e-07,4.0419707e-07,7.1337677e-06,1.2698713e-05,9.6946394e-05,3.3983337e-08,2.2212593e-08,1.5727328e-06,9.0892325e-07,4.0387857e-08,5.972284e-09,0.00068006036,1.5533502e-06,0.00037671885,4.72573e-08,1.0813409e-06,9.848121e-08,2.4602145e-09,0.99850744,6.3557272e-06,8.269919e-06,0.0001367878,2.2959996e-07,3.9020687e-08,1.9745602e-07,1.320403e-07,3.4605168e-07,0.00015994297,1.4130195e-07,3.5349494e-11
..\..\data\fruit30_split\val\苹果-红\134.jpg,18,苹果-红,18,苹果-红,13,砂糖橘,21,荔枝,True,2.8867944e-05,0.00059220893,0.0001571186,0.00012700952,2.8615988e-05,2.31535e-05,4.2533564e-05,3.2286964e-05,2.0141373e-05,8.35697e-05,1.0418662e-06,0.0002038164,0.0005466397,0.0074113323,1.9047002e-05,8.826424e-05,0.0012285456,3.9665724e-07,0.98626316,8.0111495e-06,4.8903294e-05,0.0022549522,1.4338038e-05,0.00010723226,0.00038087432,9.145224e-06,5.921287e-06,0.0002461768,2.6680693e-05,9.205461e-08
..\..\data\fruit30_split\val\苹果-红\139.jpg,18,苹果-红,18,苹果-红,13,砂糖橘,12,石榴,True,1.5141376e-06,9.6510485e-06,8.277146e-06,6.1929466e-05,0.000106325024,8.2122046e-05,2.1214391e-06,2.7583053e-06,9.434618e-07,2.720262e-06,2.0319534e-07,1.5534204e-05,0.00033905674,0.0008435941,2.0663313e-07,0.00026168514,5.88942e-06,2.284113e-08,0.99819607,1.1877994e-06,1.790231e-06,1.2852775e-05,8.5132515e-06,6.013155e-06,2.2319357e-06,2.4545725e-06,1.5651631e-06,2.1988224e-05,6.911268e-07,1.3152582e-08
..\..\data\fruit30_split\val\苹果-红\140.jpg,18,苹果-红,18,苹果-红,1,圣女果,16,芒果,True,2.8362018e-07,0.0016486141,9.973977e-06,6.2410495e-06,0.00018599267,1.6230755e-06,1.8396083e-08,0.00034939309,3.3316894e-05,1.4340148e-07,1.4072204e-05,1.483756e-05,0.000609611,4.1749154e-05,2.3672553e-07,2.9758753e-06,0.0008697799,6.404287e-07,0.99466264,9.314732e-06,2.8294078e-05,5.0357385e-06,1.7904974e-07,5.53833e-06,1.6745296e-05,0.0005022118,0.00022798491,0.00075059134,1.5788124e-06,3.4163494e-07
..\..\data\fruit30_split\val\苹果-红\158.jpg,18,苹果-红,18,苹果-红,21,荔枝,13,砂糖橘,True,3.180295e-07,1.610509e-07,1.9123838e-06,2.8890508e-06,1.161083e-05,1.1175688e-07,2.320323e-07,8.261713e-08,1.6530724e-06,5.0893988e-08,1.2013273e-07,8.6819156e-08,2.425317e-06,2.1301845e-05,4.905661e-08,6.0387555e-07,7.33e-06,1.2308707e-09,0.99989974,4.5317712e-08,1.1208062e-05,2.1444854e-05,3.962781e-08,8.3278485e-07,3.8726228e-08,4.3339915e-07,4.5930003e-07,1.4796137e-05,3.3612688e-09,5.6535737e-10
..\..\data\fruit30_split\val\苹果-红\163.jpg,18,苹果-红,18,苹果-红,4,柚子,13,砂糖橘,True,2.2536959e-08,2.8776608e-07,3.5504425e-07,3.1619572e-07,5.4916647e-05,2.9456626e-06,4.5149277e-06,7.237368e-06,2.3863018e-07,1.1726442e-07,7.455411e-09,5.333947e-06,3.165293e-06,1.8073788e-05,1.3634699e-08,8.349785e-07,1.6449953e-07,9.70562e-10,0.999881,2.9093724e-07,5.047506e-07,1.0117858e-06,6.196467e-08,2.3859545e-08,9.676277e-08,1.266067e-06,9.219709e-07,1.578006e-05,3.901749e-07,5.4188862e-09
..\..\data\fruit30_split\val\苹果-红\166.jpg,18,苹果-红,18,苹果-红,23,葡萄-白,25,西瓜,True,3.93675e-05,3.476252e-08,5.5311864e-07,8.8051365e-08,1.5107397e-05,1.8986312e-07,5.708681e-07,1.2560495e-06,6.632757e-06,2.4518894e-07,1.7928533e-06,3.474027e-07,1.2725782e-05,1.1164085e-05,2.0361064e-07,2.384212e-07,2.3952769e-05,9.563301e-08,0.99967444,2.9466129e-08,4.3887827e-08,9.563401e-06,3.0347486e-08,0.00013000167,3.114163e-07,7.050457e-05,1.8030054e-08,3.078839e-07,1.4992132e-07,3.0798535e-08
..\..\data\fruit30_split\val\苹果-红\169.jpg,18,苹果-红,18,苹果-红,12,石榴,4,柚子,True,6.4897226e-06,1.4745065e-08,1.9975564e-06,1.3966066e-07,2.865927e-05,6.481227e-07,5.671151e-08,4.3216173e-07,1.515687e-05,8.388531e-07,2.950937e-07,5.661438e-07,3.1962973e-05,6.558448e-06,8.9994e-07,5.9221236e-07,2.1524309e-05,1.8796513e-09,0.99985766,2.5587283e-07,5.3359944e-08,4.2763557e-07,8.696399e-08,2.0619065e-05,3.56647e-08,2.561496e-06,7.270442e-07,5.017024e-07,8.292671e-08,1.81971e-08
..\..\data\fruit30_split\val\苹果-红\172.jpg,18,苹果-红,18,苹果-红,12,石榴,13,砂糖橘,True,7.477494e-07,0.00014338762,5.0780112e-05,2.6749774e-05,5.6211735e-05,3.1490167e-06,1.4354217e-05,9.3634735e-05,1.9210813e-05,4.1474127e-06,7.4750315e-06,5.34072e-07,0.008367596,0.0035649824,1.2246355e-07,3.4126802e-05,0.00014567678,2.2249496e-08,0.9845589,1.9435122e-06,2.8715112e-06,0.0006158078,1.11501876e-07,1.7999328e-05,0.00010351104,5.102188e-06,2.6560672e-05,0.0021342426,4.4763336e-08,3.154863e-08
..\..\data\fruit30_split\val\苹果-红\177.jpg,18,苹果-红,18,苹果-红,27,车厘子,2,山竹,True,5.4157415e-05,0.018871123,0.040727217,1.3992192e-05,0.03225739,0.0011161051,0.00015390672,0.00015186143,0.02192883,9.849597e-05,2.0730013e-06,0.00020024444,0.0013813638,0.012077087,1.8665321e-05,0.001037835,0.016403625,1.1180876e-05,0.6527501,0.0006133414,8.894208e-06,0.00017054661,2.1829361e-07,0.00069521635,0.000366223,0.0012593647,0.040244363,0.15538442,0.0003023197,0.0016997971
..\..\data\fruit30_split\val\苹果-红\18.jpg,18,苹果-红,18,苹果-红,16,芒果,12,石榴,True,9.437221e-05,0.0021011652,0.0019144795,0.00019443323,0.0045976723,5.6686004e-06,3.241596e-05,0.00030294154,0.0011110309,1.8283341e-05,3.7668924e-05,4.435287e-06,0.026466563,0.0005348325,5.82259e-06,9.157605e-05,0.08309476,9.0934907e-07,0.86677665,1.0049308e-06,6.2063154e-05,0.0029592237,9.678701e-06,0.0015538248,0.000640031,0.004501534,0.00029407637,0.0025878008,4.2595893e-06,8.119519e-07
..\..\data\fruit30_split\val\苹果-红\180.jpg,18,苹果-红,18,苹果-红,27,车厘子,21,荔枝,True,0.0005711975,0.005165808,0.0064361044,0.0024596448,0.052442744,0.0005055233,6.039357e-05,1.8188115e-05,0.0011015009,2.6408727e-06,1.9792367e-05,1.8570861e-05,0.013675179,5.24818e-05,2.9948164e-06,3.4510696e-05,0.0012711467,8.4533195e-07,0.53942263,1.0412731e-05,0.0040955297,0.059479587,4.9570513e-06,5.996382e-09,3.7660673e-05,0.0043915748,0.000953075,0.30776486,1.5657542e-07,2.7126302e-07
..\..\data\fruit30_split\val\苹果-红\21.jpg,18,苹果-红,18,苹果-红,4,柚子,12,石榴,True,7.795188e-07,1.0519219e-07,4.2500216e-07,5.7097043e-09,2.505684e-05,1.9287454e-07,3.1036285e-07,1.8511566e-06,6.3794295e-07,1.049446e-09,2.2668411e-08,6.119887e-08,9.651331e-06,7.258926e-07,7.939036e-08,7.809024e-08,6.1766366e-07,3.40129e-08,0.9999442,2.4138526e-06,8.156465e-09,5.7336565e-06,5.309569e-09,2.4700253e-10,4.1243956e-07,5.8154233e-06,3.695981e-07,3.5565702e-07,7.413455e-09,9.300165e-10
..\..\data\fruit30_split\val\苹果-红\24.jpg,18,苹果-红,18,苹果-红,4,柚子,21,荔枝,True,0.000118788885,2.8208186e-05,2.8333961e-05,3.9455863e-05,0.053512834,4.6367713e-05,0.0001284288,9.99922e-07,0.0001761953,6.108747e-07,5.879489e-05,1.8714347e-06,0.00048031655,0.000274298,4.399183e-06,7.234902e-05,3.2752258e-05,2.775607e-06,0.9107791,6.117078e-07,0.00024702869,0.023640241,1.258418e-07,2.1042702e-07,0.00011731978,0.009779829,2.6811427e-05,0.00039024925,1.0288849e-05,3.7053897e-07
..\..\data\fruit30_split\val\苹果-红\26.jpg,18,苹果-红,18,苹果-红,4,柚子,12,石榴,True,1.8249382e-07,1.939956e-05,2.4666517e-05,5.747335e-07,0.00063238334,1.8737057e-05,5.5015784e-07,4.2748406e-06,1.4238858e-05,3.36756e-07,6.060657e-06,9.001552e-09,0.00030880538,5.8659312e-05,6.736906e-08,6.2744825e-06,2.3801978e-05,3.908575e-08,0.9985349,2.1555983e-05,1.4431482e-05,0.00015580963,4.339539e-08,1.15380956e-07,4.6560317e-06,8.253687e-06,7.880897e-05,6.2247724e-05,8.940284e-08,2.2979824e-08
..\..\data\fruit30_split\val\苹果-红\27.jpg,18,苹果-红,18,苹果-红,21,荔枝,12,石榴,True,1.2464483e-05,5.2160345e-07,2.8966919e-05,1.1573095e-06,0.00030185605,1.6312184e-06,5.4736296e-07,1.0809246e-06,3.1044267e-05,4.222114e-08,2.7697394e-07,3.0253025e-09,0.0003991951,5.1606035e-05,9.9866355e-09,2.395279e-06,2.3954526e-06,1.8565454e-07,0.9983191,3.491709e-07,3.4964407e-07,0.0006742237,7.040002e-08,3.840847e-05,2.9306348e-06,0.00010526988,2.6990754e-06,2.0956217e-05,3.330757e-07,2.0362751e-08
..\..\data\fruit30_split\val\苹果-红\47.jpg,18,苹果-红,18,苹果-红,8,椰子,2,山竹,True,5.013309e-05,0.00093456847,0.014252417,1.1442116e-06,7.910544e-05,1.5507478e-05,0.00022290075,9.171974e-05,0.016387168,3.835492e-05,2.5350462e-06,1.3433184e-06,0.013853608,0.0006717012,6.286809e-05,0.00013842032,0.0004294511,4.345968e-06,0.9308553,4.0741244e-05,5.5208257e-06,0.009542289,2.615734e-06,3.5285934e-06,0.003379111,0.00510285,0.0032531573,0.00056463556,1.0802872e-05,2.1293529e-06
..\..\data\fruit30_split\val\苹果-红\62.jpg,18,苹果-红,2,山竹,8,椰子,18,苹果-红,True,0.022392292,0.018050572,0.5061694,0.0018159027,0.014152108,0.00254085,0.016367331,0.011353241,0.15558213,0.003039883,0.0019208384,0.0015997876,0.021012684,0.01578367,0.0070429365,0.0021484403,0.010090461,0.0021465244,0.053153895,0.00050488324,0.0011566265,0.011960324,0.0019320452,9.218798e-05,0.043926958,0.043002732,0.007023442,0.009065804,0.001232516,0.013739631
..\..\data\fruit30_split\val\苹果-红\72.jpg,18,苹果-红,18,苹果-红,12,石榴,21,荔枝,True,1.4796782e-06,9.905188e-05,8.644745e-06,9.25176e-05,0.00022875429,2.4687479e-06,2.8822485e-06,8.814437e-05,4.116621e-05,4.612796e-08,8.8348025e-07,1.3797326e-06,0.26769242,7.80857e-05,1.6903732e-07,1.5958691e-06,4.9030074e-05,1.2884625e-07,0.7295095,6.948541e-06,2.6361251e-05,0.0014298107,9.340604e-08,4.883748e-07,4.937496e-05,6.420987e-05,0.00016254325,0.000361863,9.001062e-08,1.7646997e-08
..\..\data\fruit30_split\val\苹果-红\74.jpg,18,苹果-红,18,苹果-红,21,荔枝,12,石榴,True,2.4576602e-08,1.0575206e-06,9.93274e-06,1.118333e-06,3.889652e-05,4.6162572e-07,2.3301604e-07,1.9947234e-07,1.547106e-06,3.8861383e-08,1.0557395e-07,5.9112466e-09,9.88987e-05,2.6312578e-05,1.4622991e-09,9.408682e-07,2.2088463e-05,1.6933679e-09,0.9984011,1.4037235e-08,9.959094e-07,0.001375547,2.513908e-08,1.0580068e-08,3.377914e-06,1.3167686e-06,1.1981724e-06,1.4691613e-05,1.1172158e-08,4.282681e-10
..\..\data\fruit30_split\val\苹果-红\75.jpg,18,苹果-红,18,苹果-红,4,柚子,21,荔枝,True,0.0055545736,0.001445069,0.018563911,0.0065908027,0.21931055,0.00030003165,0.00060682255,0.002980452,0.03666536,1.31470915e-05,3.9050698e-05,4.6297933e-05,0.0003147926,0.0033054857,1.3776614e-05,0.0009587589,0.01808608,7.67722e-06,0.5312881,0.0003726949,0.022980556,0.11251097,2.008482e-06,0.0001617628,0.0007442871,0.012504908,0.0007336849,0.0034053042,0.00044462827,4.8464415e-05
